case_sfid,account_sfid,case_number,case_contact_name,case_product,case_status,case_resolution,case_details,case_closure,case_priority,case_severity,case_reason,case_type,case_category,case_created_date,case_closed_date
765f16896aae74db0ad3d397e2ddf5448bcbfba23c196887259dc8eef2de2b58,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60670,Contact_b5f42782,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-09,2024-01-09
b520f70d4eb826607e46a7dd638670efe9d92ca6589863b48fca62b6faa3f73c,,60616,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
bac603cd352a0466562922687dd36a3fd8f10d255b50cd6b113e1b3c43c2e8ed,a3a14373bb9ba6aeabef3025fbe35df9ebed78776e55f48036fc129848930ba0,60615,Contact_7a35781b,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-08,2024-01-09
743393ecfde742ab8c16ff6855308a0b94b3054a9de944aca3eb3188b6e5d4bf,53c010bfec057eda142e7ab87f1e07619e8bcf6ea59a1e6a764ff43309ad9c29,60637,Contact_c4ede4b9,GVW,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-08,2024-01-08
2991fd66ee4bc0af4ce2b69e116a42d5204baa4df06e0a35c1d760a80c664950,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60625,Contact_c2cd1530,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
7c0d7caf1557c16c7810108872aa0cd4ade7e1e97fabac5871e21e8f99c2183e,a30346606cb855c36aba619c8e02f886b17406bb5b3f66b6483fe14cc41348bf,60617,Contact_76df6d9c,GVD,Closed,No Customer Response,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-08,2024-01-23
ced7a0748e89601f5029062788529c671f58c9e1aa1a097d8a69746e4c49987b,a3032bcf52ff4f4ea4ed3ce83ff9c7f76b15344b4d0cc1f86253520cb06f4ba2,60641,Contact_dc8f6c18,GVD,Closed,Done,Modification,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-08,2024-01-11
aff659609bb4d5fd25fcdf67037f6cd78cd27b5276d8aa2b8bf354b30809ced0,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60627,Contact_52b001c8,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
39a78f04f548159d2cb549b42dc4b4322b5d97d340703d0db26ce8dfd709b543,f447a35b838c323f579d56332cb48db846b0697a80705f0c72813440d0234c74,60642,Contact_c4ede4b9,Verify,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-08,2024-01-08
1ec5e42389787cf56b88a854919a8843256c6221834bf7104a12516799c01542,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60643,Contact_c2cd1530,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
b9d5c0291e3b5781facdc76da455a6a1cad3eacf1c953caecc3dec7434c2fa56,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,60618,Contact_52b001c8,GVW,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-01-08,2024-01-08
7786da2d8c8a11dea995a2f2a59480c6c8a548677e0764333eb582d84f71d9e7,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60622,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-08,2024-01-08
7e879fde6cc1ad484f38bf0afb140a5368fa736a417f995de581911de03f7eb6,59abe8faeb1d91c52b3c9fee33db833555da1cae77a6c6eedb4d8a62efbe795f,60614,Contact_da5bc8b0,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-08,2024-01-10
d71cd27b2e6ab28d95e2cc0b7c92d118636401b620e30c426173c6932b1b0e60,642f2f83217ba12129d058b9960b714727563320c8cca59c6abd2aebeeb95904,60631,Contact_44e19cb0,GVW,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-01-08,2024-01-09
1956a28e107b268745877a9618e2969865718b14c8aca3d54b05f49dc2bcddd2,40eddc24fc14e8fbe2ac53610b01763b4bba73e21136f87b83a65742e5a1e21a,60644,Contact_edf7784e,GVW,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Software Question,Software,2024-01-08,2024-01-08
004239687145ee15ff785e215e037405366686f76cb297ce6946413900c03e7c,4f3a773a48105f6bdd4e31dfad1a2f5b80673a74165ee2876d2bdaa69623674a,60628,Contact_8ae4a0cb,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
3c21b19ab97b6bb553a5607206c7f7c3befdbf61703c8700af870273cab1cba2,6f3d9e99a1a885a4d24943f78bc636b4f0f7b4cdb806b5f92f8ed7765f7cc80a,60632,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-08,2024-01-08
03e5f3645cd2b6576c919f1791baa33c3cb0f5d3af4bec364eb7bf4b211240b4,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60640,Contact_c2cd1530,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
bb3dd031f593e24fd5f0a88bffc46efa8480505f9be8c2d178aa26ada3167e3a,e4b96e87d41e8ba7d62fcc55f6d67eebc7fdbc90fb1a749e14863aa2649117f7,60645,Contact_6cde7782,Esko,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-08,2024-01-08
d02f3e783d1a617e0d1b560700a1fe8070d64affbb9097b1195a3ee5d9fdda2a,,60629,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
8d2f7ea786c3d6fdb5681befa03e9b27b80c049788d5df6d249f481d50a85a01,,60636,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
3b9d47be1d80591f6809acd366e83990462a0c43bcfade928081d3ee6a71b34e,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60639,Contact_52b001c8,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
6082a20ef1c1c3266dd4de82627d39d8ec4945c7c77b4e0b4dda62480ceef8eb,4f3a773a48105f6bdd4e31dfad1a2f5b80673a74165ee2876d2bdaa69623674a,60621,Contact_6c4cb9f5,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
c56f4da425715fb19f555d967c4e014d1ffdc8f5f98067a90a20112192ba7412,4f3a773a48105f6bdd4e31dfad1a2f5b80673a74165ee2876d2bdaa69623674a,60638,Contact_8ae4a0cb,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
b12e480f9b7f44f319f01c3729413dcd9429b12ca5bdafbbae25088652d343f8,6db7fc6c10d29c560d75872d16bee8faea962f4c7e31e600a482606180db8b1e,60630,Contact_73c277ef,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-01-08,2024-01-15
b4318da6bcd9ed5341f1279ed7794318d44e7034549cf7b4e9d1bbb0f6ce58ac,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60634,Contact_b5f42782,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
8f3fb6f5dd8c536e6b25f445a745e462b7f6a393d3480de7971eb1a13e6b82f7,4f3a773a48105f6bdd4e31dfad1a2f5b80673a74165ee2876d2bdaa69623674a,60620,Contact_c2cd1530,GVD,Closed,Cancelled,Module Affected: Application,Undefined,Normal,Low,Other,Inspection Results,Software,2024-01-08,2024-01-17
e0ff50b0cadf993f9971ee94f2ba7cf4473c0b65994897e3763ace8608df19be,c3458ab91efdf57741a17fd94dd5db3cb4ed57d2b89b395692d369fac6611f3b,60626,Contact_f02dfb7d,GVD Enterprise Perpetual,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-08,2024-01-08
59327f7fa96342da599d6fc9c9a138007003a9cd06abc2a355855c5b52d70721,2cc923c830ddc8a4f0983854e06931659fe3a06c3debd6f6b8a510726f5863cb,60624,Contact_cb9c5d58,GVD,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-08,2024-01-09
7bc1a15f923fe432112df80db9d48cf84637084543f6200817c7fe8d64569465,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60633,Contact_c2cd1530,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-08,2024-01-08
0359b4870b66408369c2e5b5cc1b69d12ec95f16c41bdd1183b46e32284cd7f5,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60635,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-08,2024-01-08
b883aa91a0f80520fc9db5852b82b5f5ce39f9e92ae735cd4e95c21c73b5cab4,67be5e5fffc7747def4453e598cf431e687639b1dfba6743a55208b7f1494d50,60609,Contact_d1b8baa1,Verify,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Software Question,Software,2024-01-05,2024-01-05
a92496eef89ef061cd0ec1adc1a9735c159e4666015ab0e3549a0338109f05d6,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60612,Contact_52b001c8,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-05,2024-01-05
dfd127f0a2fb4236c5797fbbf2bb540a15c8017f87d4b85b260bffe1aae65908,13454e66e0e4b962bee35a0c08245290fb7861207ef490f1b40602d24d7ad55f,60608,Contact_1ccbf565,GVW,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-01-05,2024-01-05
b5ebc5970aa50b6132814c3d29a46c5e3bfceddc788e42f0561703dc83827f37,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,60610,Contact_bb849664,Verify,Closed,Fixed,Module Affected: Text,Undefined,Normal,Medium,Other,Software Performance,Software,2024-01-05,2024-01-05
c74e8beda0cd4c263f03b9ccc514b33e7c33466b862e8f5343abad9192ae73ad,6bad06c3c7f2472ded28a5f783103f751ad31b801378377158ede6f6ce3bff4b,60607,Contact_7a4a0626,Verify Enterprise,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-05,2024-01-12
3cff3c525eb705b6045c7cf96a5e8e496059407d6fefc8db076df656084d766a,,60600,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-05,2024-01-05
d5f2ded1cc27db33bf0cb766eb24129f1592988667676c90496b6e36d75d2945,b7c58ed6df655df51c156f1b4aa9f00fd364541cbbb705d9fee61a78013df084,60595,Contact_49d9e3b0,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-01-05,2024-01-05
a43007058b290895d2fbbb60f5e78ad45c8dd5f500af7f49c2835fec8a673e2a,954c2a2db9f2e0e47f78996b591d04789e0bb598b60e5cd13d5466808ec0d4b6,60611,Contact_1534202e,GVD Enterprise,Closed,No Customer Response,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-01-05,2024-02-23
36310410541c7b242e4a7f7dc093108e6498c36ba3923698fb1cbf9266b75a2b,22f02ca77476d25a38aee67c1b0d5942521b3d68fca6ea7bec686fef4c2c3a5d,60596,Contact_52b001c8,Esko,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Software Question,Software,2024-01-05,2024-01-05
5778dc94dc4bcbe479db41f80e7875b0b670b6d281e4792ea7f16ddc07791184,f4ae4163a0ddfcf7f81b5975577e353ee5115a4f96d9bcfcf78dc4c9af707605,60599,Contact_a4bae8fd,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Bug,Hardware,2024-01-05,2024-01-12
62e517b37078df31a09cb94f9f1d49308c28f86ee811b29d753e39efcada7351,204931eeef21cec2587c4add964323714bf77cec11861ccde4fcce39ae82b28f,60591,Contact_96e9246a,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Software Question,Software,2024-01-05,2024-01-05
d85e354ffaab3c310f80956a1f663632b5ba49e7030459051a0a526c54ee0705,61fef422a3df9ddebed9b3acf84f4f72b62be031892172ec108390b3e445254f,60592,Contact_76126ac3,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-05,2024-01-05
79185c18b9ff38642b30e4bc5b783033c62142ba7bb01cb9612a040f0c88a9b9,8abdacb4cd487937795128cbb3945afac68c05b1c01751b93955ae28be924b60,60604,Contact_b5f42782,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-05,2024-01-05
38ae38f78dd7052e12159aff340887091f319c64546d3ff98976ae0f1e5bfe69,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60594,Contact_52b001c8,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-05,2024-01-05
db072c29624b7e690e5cb96f3b6dc30976b729828473aed180717d8ef4cc9e5c,,60601,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-05,2024-01-05
2125f650dbaa813d47409261a521c83fc7f2caed38dd1dd2115b41936825359f,8b580b979020058a4133eb35f524794a34cf09a18d5bfa430f404266e6bf3975,60597,Contact_46dfbd5b,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-05,2024-01-05
a66e91d6ecf7ecccd0b58797701261d963a07ecfdd34490c028b7a6158f6e24e,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,60603,Contact_52b001c8,Verify,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-01-05,2024-01-05
1e9a2ca723fbd99e7a11af75891fe6d5782dbf96b3582535ae65eb3ac1880ff8,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60602,Contact_6f59abbf,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-05,2024-01-05
9563b56bf679d08f0fe25e9788394c17862e5e77544867af9b30bd0b4ce9a952,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,60605,Contact_3cf2ea84,Verify,Closed,Fixed,Module Affected: Text,Undefined,Normal,Medium,Other,Software Performance,Software,2024-01-05,2024-01-05
b67dab566f2394ab6f30f1b2366c27de12a37724e39e393a7530ed1b08608c7e,2c91340805938dd019edec5074181f81511777e4f82162bee54d3572cfbea53a,60573,Contact_a4fa6929,Print Inspection,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-01-04,2024-01-05
a7e0857b78fb0cca1ece5de31d8eb32bd46a3d6bc74493cfbbe32e882835153c,27508784210fde6cda1a9e692d4622a3dba8a165a9de8f3b26d3b95c8f423c34,60581,Contact_36b5bd8c,GVD,Closed,Cancelled,Module Affected: Application,Undefined,Normal,Medium,Other,Bug,Hardware,2024-01-04,2024-01-08
7722327877e3a4c8c8968b2cb3a9941877fc65859343bdb54777cf774e61ded0,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60566,Contact_7b8b6cba,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
ca49c5d67f4047e0903eab336d2806f2f3060eb274f5022403ee0ef794678302,aa80a432321d5ccb00ad05b6240c4f23a6c2229d7dffdc9d3b1eb91f748af3d6,60579,Contact_d4fb457e,Verify,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-01-04,2024-01-04
474b0162519d17fa008066685505a0229f06ab1eee6b2f46fac86f02a0d97925,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60588,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-04,2024-01-04
6e2fb95fb5685757ad788ce74b10bc8a144facd4dca3d73885b191c7add5dfca,2c1fe6f2ef7f285094be643a1c422fd0f03cde1a9b0377c50a122a5f6391fce6,60562,Contact_be1425c5,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
ee7070007a2e6fcee35c4956d95446bc6227d121896af8eb3ac5839ed0f25817,027c4caf3314c25b03be84bbb408f99b13362284d69761c62bfac93e859772c2,60572,Contact_a24bdc1c,GVD,Closed,No Customer Response,Module Affected: Application,Undefined,Normal,Medium,Other,Crash,Software,2024-01-04,2024-01-19
8700af2979bd06d7acfd2bd89c5519b3aa6c7e935ad97e96bd5e0b59bfecc0e4,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60585,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-04,2024-01-04
9ed7fd8ca5e6467fd15de8d4d53525b1be1acc71123ff030d6b2c375d020b0d9,204931eeef21cec2587c4add964323714bf77cec11861ccde4fcce39ae82b28f,60578,Contact_96e9246a,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-04,2024-01-10
24739a5f870919292b32785b7d6a03594921c2cc05cf3c167974a286a591d163,,60584,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
57460f8c3fe440c36e367b1b8a5006d3b863c1edc65a82244f7f80df45c637f7,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60574,Contact_52b001c8,GVD,Closed,Done,Trial,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-04
4f8baf61cfa1d6a64b224e5c509ad1052a88f3539ea5ed03e68a25d47c19f411,81261fce9fccacb9679341d3d2e58b5796422ab3144cc5d8263b9929c6749c5f,60564,Contact_20439d47,GVD Perpetual,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-04
8ce895ab1994817b5792622dbe9ce8a14b990514e5a06dbf15062bf3c28f9321,22f02ca77476d25a38aee67c1b0d5942521b3d68fca6ea7bec686fef4c2c3a5d,60568,Contact_c02cf671,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-04,2024-01-11
dc90fdd4370433bd4ca69b7816409cab88b73e6342466d51896fb262b5fddcfe,d0158e990f031053dced7076427bd80b581bd2933df884b8b3576136c6c3c6b4,60563,Contact_b3a9d7f7,Digital Platform,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Software Question,Software,2024-01-04,2024-01-04
ede3376a4aa681757460cf95df607ba9ddd8a77258ecd9e99f2eb7b7126b75fc,e96cc322230db8ebe0f9867c493b2d7c279655d05415a2b2d35c53bd34944edf,60582,Contact_b31a51b7,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-04,2024-01-05
51e8d27c5cf2f7f8374b7802e3426e02dc676aaab7f1abbbee9935fd220b5690,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60587,Contact_2fef93d5,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
83b6d09fe78fbfe4a775598bb9213627c15a8de2d2b6740faee8bda3fe6becdd,3ab598b2b27240e1715846bf218e8c7d13cc8c4dfddc6c99309ac4636f90b939,60586,Contact_681db813,GVD,Closed,No Customer Response,Module Affected: Graphics,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-01-04,2024-02-02
5d0d513cba1c954d2276b9aac80b22d00c3908ab12f7706d4b5c783a425201fb,2c1fe6f2ef7f285094be643a1c422fd0f03cde1a9b0377c50a122a5f6391fce6,60561,Contact_508d9b62,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Low,Other,Software Performance,Software,2024-01-04,2024-01-04
e0f220a99ec0ee0e41957629cced57aa0b675931a837500cbed68d7a5e843819,3ba38952836875663935d6542c37af42d14bb807f8c1c1670d8aa1ce3bfa8053,60577,Contact_a9275c1d,Verify,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-04
5053cdc3da46c1e980f53f130104370a91a979df9d3294ce34ec0230584cd26f,7e4116c6d20667ef83034e045844f85cc13cef75806bb41f905a56e5b517d5a4,60567,Contact_7a4a0626,Verify,Closed,Done,Trial,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-05
aa76d7a95178f36be72152ab1c734020506eca4e48a7b1f1bfa641529474b4b2,1a179a8a319d12ad422050acbdc3866347a5e629d56090732f873db22ff86c08,60560,Contact_af3c5772,GVD Enterprise,Closed,Done,Trial,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-04
f533d602e80ed3af4af513565b301832fdd8d8465210a170da3d7713b1e8deea,a966136c472a0dba1de01ec8fa9f439470013abf1c71afa0291e191cd35f7e16,60570,Contact_c3a24c1a,Esko,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-01-04,2024-01-04
3e8710a27044d7c084be5a8561f9a4bd2bacd5f29b01aecd2c6f2e84ad91bd08,6572632fb2cb2ffaed0dda026fa3726f69088433e2a789833e88f77bc3eb5e48,60580,Contact_f96d2e1e,GVD,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-01-04,2024-01-04
2042483419d81c96cd3d87354caf4714e64c07cb88db0876a59e8cbf011051df,,60583,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
b11b1c37e58328ef4dde43a1e7741057f7848035d8801b6f6d06a0ae2070da50,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60565,Contact_7b8b6cba,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-04,2024-01-04
c2ec6c7ba4c0dafc22ecff69449d89c5127ef380e30d8095d30679f495d909a7,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60575,Contact_97e429e0,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-01-04,2024-01-04
fc06fd1b8c3b17beb3fd20b76f6f090e6b3c89bcf895573e26d1d992e799672a,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,60571,Contact_dfd8411f,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-04,2024-01-26
5d35300eb61d6035096c3789fcaf78e7ca57e71d8ba9e006472d339678fcd80e,a3032bcf52ff4f4ea4ed3ce83ff9c7f76b15344b4d0cc1f86253520cb06f4ba2,60558,Contact_41b03028,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-01-04,2024-01-04
0f57baaa8adf8824460194ccd9ae3cd87860d7b37f34eedbbf33c6e4fa9d8588,36a43edeac52d86915a6c0df26cf31cdc7790d00fec13c5b39e8f90f80fde277,60531,Contact_6fd0e5eb,GVD,Closed,Done,Module Affected: Graphics,Undefined,Normal,Low,Other,Software Question,Software,2024-01-03,2024-01-09
6152034038623b9d624f9f25a5088da7d3b8f988ae92add130c13047e3fd1da4,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,60557,Contact_52b001c8,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-03,2024-01-04
57077178e5778eb8f3083bb74cacffd1888e35c4f3ffbb77badccc75dc66a6a5,fa59a58be6f79bbf84d39482f0b846e159d61e114bf815a79ce8f128eea4ffa4,60550,Contact_20439d47,GVD,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-03,2024-01-03
67b8bf7eafaee158bdab2f733fd17f4a2126478ba1d472c4b6f0887cd88e0407,c3458ab91efdf57741a17fd94dd5db3cb4ed57d2b89b395692d369fac6611f3b,60545,Contact_0e383f60,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-01-03,2024-01-10
beff95532ed4d6697504c51ebef42337257a55d5559760649913273d9afadee0,59abe8faeb1d91c52b3c9fee33db833555da1cae77a6c6eedb4d8a62efbe795f,60549,Contact_25482fa9,GVD Enterprise,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-03,2024-01-04
a00be10b0b440c90041d546e124313073ffae61e5c350aeed2739c59cdb70c65,a3032bcf52ff4f4ea4ed3ce83ff9c7f76b15344b4d0cc1f86253520cb06f4ba2,60548,Contact_eaa6e051,GVD,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-01-03,2024-01-09
f9656becbe58243ca9bb7a8f3ca274deaf27bb80943b274045aaf971afd38034,40eddc24fc14e8fbe2ac53610b01763b4bba73e21136f87b83a65742e5a1e21a,60529,Contact_91dcff99,GVW,Closed,Fixed,Undefined,Undefined,Normal,Low,Other,User Access Issue,Licensing,2024-01-03,2024-01-03
d8acf9b7b20f6f4cc51184d3d504af94dcfa59590b63f33c774927302dfcd968,dc38aecfbbdda30eaf2925b19086207e8bff81a0b8831ca6026e43387952ba7d,60555,Contact_d4e1acf1,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Software Performance,Software,2024-01-03,2024-01-03
99913db8d0c16b906b1045074eda8e0a58c61e34e73d15058eb748c370479a5e,,60556,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-03,2024-01-03
99ffc50ec7ff33a5eebb332b611d63f820ce8d18396ff9d370a149fce8b27bf3,4187095bf75105fd7660281d2ee0e338d678e6d0ebc9cf6d69de118fb96bb200,60554,Contact_edfebfeb,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-01-03,2024-01-04
5abeccfcd6fb912d89c50cfb57ebd7d2b052c20d9f5a31036605f44c45053ea7,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,60551,Contact_898aa157,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-01-03,2024-01-03
